age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome
60,Pakistan,Nigeria,Single,1,Bachelor's,Engineering,1,5,2,Employed,TEER 1,1,1,83092,No Test,5.3,No French,42591,60551,3387,Family,0,0,0,0,0,0,0,1
28,Pakistan,UAE,Single,3,Diploma,Engineering,1,4,0,Employed,TEER 2,0,0,0,IELTS,8.4,No French,52156,7107,13170,Self,0,0,0,0,0,0,0,0
40,USA,Canada,Single,1,Bachelor's,Information Technology,1,5,0,Employed,TEER 1,0,0,0,CELPIP,5.7,No French,38732,5507,18178,Family,0,0,0,0,0,0,0,0
33,USA,India,Married,0,Diploma,Computer Science,1,8,7,Employed,TEER 3,1,1,72501,CELPIP,6.5,Basic,56728,29456,12406,Other,0,0,0,1,0,0,0,1
48,Philippines,USA,Married,0,PhD,Information Technology,1,4,3,Employed,TEER 4/5,1,1,103569,IELTS,8.8,No French,52948,15190,15097,Self,1,0,0,0,0,0,0,1
28,India,UAE,Married,2,Master's,Healthcare,1,6,5,Employed,TEER 0,0,0,0,IELTS,8.9,No French,25106,21914,859,Self,0,0,0,0,0,0,0,1
33,Nigeria,Canada,Single,0,Bachelor's,Healthcare,1,3,0,Employed,TEER 0,1,1,51505,CELPIP,7.0,No French,26264,29429,20622,Self,0,0,0,0,0,0,0,1
25,India,Canada,Single,0,Bachelor's,Information Technology,1,4,2,Employed,TEER 0,1,1,87307,No Test,4.1,No French,44444,4357,7831,Self,0,0,0,0,0,0,0,1
21,Brazil,UK,Married,1,Master's,Engineering,1,1,1,Employed,TEER 1,0,0,0,IELTS,8.5,No French,58191,11666,16273,Family,0,0,0,0,0,0,0,1
57,Philippines,China,Married,1,Bachelor's,Computer Science,1,5,0,Self-employed,TEER 0,0,0,0,IELTS,6.7,Basic,82257,18446,9227,Self,0,1,0,0,0,0,0,0
21,Vietnam,Canada,Single,1,Diploma,Computer Science,1,1,0,Employed,TEER 3,1,1,48216,IELTS,6.0,No French,51059,10751,1803,Self,0,0,0,0,1,0,0,1
42,Brazil,Nigeria,Married,0,Bachelor's,Computer Science,0,2,1,Employed,TEER 0,0,0,0,IELTS,6.5,No French,65150,4255,7523,Self,0,0,0,1,0,0,0,0
20,USA,UAE,Single,0,Master's,Finance,0,0,0,Employed,TEER 1,0,0,0,IELTS,7.0,Intermediate,12742,5266,762,Employer,0,0,0,0,1,0,0,1
49,India,Philippines,Common-Law,1,Bachelor's,Computer Science,1,10,4,Employed,TEER 0,0,0,0,IELTS,5.7,No French,85259,43455,9518,Family,0,0,0,1,0,0,0,1
20,Pakistan,Philippines,Single,3,Bachelor's,Information Technology,1,0,0,Self-employed,TEER 3,1,1,77245,IELTS,7.4,No French,57113,63586,4207,Other,0,0,0,0,0,0,1,1
44,France,USA,Common-Law,2,Master's,Information Technology,1,5,2,Self-employed,TEER 2,0,0,0,IELTS,8.5,No French,44007,7128,1316,Employer,0,0,0,0,0,0,0,1
46,Nigeria,Germany,Married,3,Master's,Computer Science,1,3,1,Employed,TEER 3,1,1,54302,CELPIP,7.6,No French,41706,10167,30993,Self,1,0,0,0,0,0,0,1
49,China,China,Married,2,Master's,Healthcare,1,3,3,Employed,TEER 4/5,0,0,0,No Test,4.3,No French,22856,29406,18507,Self,0,0,0,0,0,0,0,1
36,UK,Germany,Single,1,High School,Computer Science,0,8,6,Employed,TEER 1,0,0,0,IELTS,7.3,No French,28574,80125,17920,Self,0,1,0,0,0,0,0,0
38,India,Canada,Married,0,Bachelor's,Computer Science,1,3,2,Employed,TEER 0,1,1,84001,CELPIP,8.3,No French,83208,11902,12440,Self,0,1,0,0,0,0,0,1
22,Nigeria,UAE,Single,1,Bachelor's,Healthcare,1,2,2,Self-employed,TEER 0,0,0,0,IELTS,5.7,No French,25219,51312,9420,Self,1,1,0,1,0,0,0,0
35,Philippines,USA,Single,1,Master's,Information Technology,0,8,0,Employed,TEER 0,1,1,49783,Other,5.7,Basic,24834,20631,8515,Self,1,0,0,0,1,0,0,1
45,India,Brazil,Married,1,Bachelor's,Healthcare,1,4,0,Employed,TEER 2,1,1,95833,CELPIP,7.0,No French,30955,81408,897,Self,1,0,0,0,0,0,0,1
59,Philippines,Canada,Divorced,0,Diploma,Engineering,1,5,4,Employed,TEER 0,1,0,65484,CELPIP,6.3,No French,21036,6662,18466,Self,0,0,0,1,0,0,0,1
39,India,China,Married,1,Master's,Information Technology,1,6,2,Employed,TEER 0,0,0,0,IELTS,9.2,No French,45306,93928,17037,Employer,1,0,0,0,0,0,0,1
38,India,Philippines,Married,0,Bachelor's,Healthcare,1,1,0,Employed,TEER 2,1,0,85360,IELTS,7.8,No French,66778,17539,11021,Employer,0,0,0,0,1,0,1,1
23,India,UK,Single,1,High School,Computer Science,0,2,1,Self-employed,TEER 2,0,0,0,IELTS,6.6,No French,32790,79407,20972,Self,0,0,0,0,0,0,0,0
18,Vietnam,UAE,Single,0,Bachelor's,Engineering,1,0,0,Employed,TEER 2,0,0,0,IELTS,8.3,No French,17533,18344,6443,Self,0,0,0,0,0,0,0,0
22,China,India,Single,2,Diploma,Engineering,1,2,1,Self-employed,TEER 1,0,0,0,IELTS,7.0,No French,50837,21879,4748,Self,1,1,0,0,0,0,0,0
58,Vietnam,Germany,Married,0,Bachelor's,Information Technology,0,4,3,Employed,TEER 2,1,1,105740,IELTS,6.0,No French,43884,43840,27523,Employer,0,0,0,0,1,0,0,1
29,Nigeria,USA,Common-Law,0,High School,Healthcare,0,4,4,Employed,TEER 1,0,0,0,CELPIP,6.4,No French,65054,35059,4990,Other,0,0,0,0,0,0,0,0
43,Philippines,Germany,Married,0,Bachelor's,Finance,1,3,0,Employed,TEER 0,1,0,53073,IELTS,8.1,Basic,35909,27163,8202,Self,1,0,0,0,1,0,0,1
51,Nigeria,UAE,Single,1,Bachelor's,Other,1,5,3,Employed,TEER 2,0,0,0,IELTS,5.7,No French,39796,16488,3735,Self,0,0,0,0,0,0,0,0
31,Nigeria,Germany,Single,0,Bachelor's,Healthcare,0,5,1,Self-employed,TEER 4/5,0,0,0,IELTS,6.6,Intermediate,42009,42308,8091,Self,0,1,0,0,1,0,0,1
43,India,UAE,Married,0,Bachelor's,Engineering,1,2,0,Employed,TEER 0,1,1,49278,IELTS,6.3,Basic,46780,77022,10186,Self,0,1,0,1,1,0,0,1
44,Brazil,Germany,Single,1,Master's,Information Technology,1,6,0,Employed,TEER 1,0,0,0,CELPIP,6.3,Advanced,37148,3246,7839,Family,0,0,0,0,0,0,0,0
26,India,Nigeria,Married,0,Diploma,Information Technology,1,3,0,Employed,TEER 1,1,1,68860,IELTS,8.2,Basic,33907,25158,5781,Self,1,0,0,0,1,0,0,1
43,China,Brazil,Married,3,Diploma,Engineering,1,4,4,Employed,TEER 0,1,0,48600,IELTS,8.8,No French,8000,53244,2854,Other,0,0,0,0,0,0,0,1
39,Brazil,Canada,Married,3,Master's,Information Technology,1,3,2,Employed,TEER 3,1,1,35346,IELTS,8.4,No French,33692,29468,8259,Self,0,0,0,0,0,0,0,1
47,India,Canada,Single,1,Diploma,Finance,1,6,3,Employed,TEER 1,0,0,0,CELPIP,8.1,No French,59304,43339,19125,Family,0,0,0,1,0,0,0,1
60,India,China,Single,0,PhD,Information Technology,1,4,3,Employed,TEER 2,0,0,0,IELTS,9.2,Basic,62004,59359,55,Self,0,0,0,0,1,0,0,1
34,USA,India,Single,2,Master's,Information Technology,1,1,0,Employed,TEER 2,0,0,0,No Test,4.3,No French,35577,37752,1150,Self,1,0,0,0,0,0,0,0
43,Nigeria,India,Single,0,Bachelor's,Information Technology,0,9,1,Employed,TEER 1,0,0,0,IELTS,6.2,No French,70989,34559,1020,Family,1,0,0,0,0,0,0,0
53,India,China,Single,0,PhD,Business,1,7,2,Employed,TEER 0,1,1,120827,CELPIP,7.2,No French,44425,86629,20532,Employer,1,0,0,0,0,0,0,1
18,Vietnam,UK,Married,0,High School,Healthcare,0,0,0,Employed,TEER 0,0,0,0,IELTS,7.0,No French,18243,52819,8695,Family,1,0,0,0,0,0,0,0
25,India,Canada,Married,3,Bachelor's,Healthcare,1,4,1,Employed,TEER 0,1,1,85535,IELTS,7.2,No French,11952,45236,24257,Family,1,0,0,0,0,0,0,1
52,Brazil,UK,Single,0,Bachelor's,Information Technology,1,2,0,Employed,TEER 0,0,0,0,IELTS,6.3,No French,69365,5259,6993,Family,0,0,0,0,0,0,0,0
32,Vietnam,UAE,Single,1,Bachelor's,Business,1,4,3,Employed,TEER 1,0,0,0,IELTS,6.1,Basic,37539,9829,4955,Self,0,0,0,0,0,0,0,0
39,India,UAE,Single,2,Master's,Computer Science,1,5,3,Employed,TEER 3,1,1,66091,IELTS,7.5,Basic,20718,23340,12574,Family,0,0,0,0,0,0,0,1
31,India,Philippines,Single,0,High School,Finance,0,4,0,Employed,TEER 1,1,1,72981,IELTS,9.2,Basic,8000,33908,1403,Family,0,0,0,0,0,0,0,1
43,India,Germany,Married,0,Bachelor's,Engineering,1,6,0,Employed,TEER 2,1,0,106975,IELTS,7.1,Basic,37085,12031,3841,Self,0,0,0,0,0,0,0,1
45,Philippines,India,Single,4,Bachelor's,Information Technology,1,3,3,Employed,TEER 1,0,0,0,IELTS,5.7,No French,53095,5449,5022,Self,0,1,0,0,1,0,0,0
40,India,Philippines,Single,1,Bachelor's,Engineering,0,7,3,Employed,TEER 2,1,1,79053,CELPIP,8.3,Intermediate,31046,12316,2835,Family,1,1,0,0,1,0,0,1
31,Brazil,Brazil,Single,1,Diploma,Healthcare,0,5,3,Employed,TEER 4/5,1,1,71802,CELPIP,6.7,No French,23935,39854,3712,Employer,0,0,0,0,0,0,0,1
41,India,China,Common-Law,0,Bachelor's,Computer Science,1,6,5,Employed,TEER 0,0,0,0,IELTS,6.5,Intermediate,34012,55470,650,Self,1,1,1,0,0,0,0,0
19,Nigeria,China,Married,0,Master's,Finance,1,0,0,Self-employed,TEER 3,1,0,86151,IELTS,6.8,No French,69863,64018,1765,Employer,1,0,0,0,0,0,0,1
43,Vietnam,UAE,Single,0,Diploma,Engineering,1,2,2,Employed,TEER 2,1,1,90164,IELTS,8.4,No French,17140,14905,3269,Employer,0,1,0,0,0,0,0,1
31,USA,Canada,Married,0,Master's,Information Technology,1,6,0,Unemployed,TEER 2,0,0,0,IELTS,8.8,Basic,32165,14651,12712,Self,0,0,0,0,0,0,0,1
24,China,UK,Married,0,Bachelor's,Computer Science,1,4,0,Employed,TEER 2,1,1,61146,CELPIP,7.9,No French,69215,16051,1612,Family,0,0,0,1,0,0,0,1
20,Philippines,India,Divorced,2,Master's,Engineering,1,0,0,Employed,TEER 1,0,0,0,CELPIP,6.8,No French,54883,14782,3405,Self,0,0,0,0,0,0,0,0
40,Brazil,Philippines,Single,0,Bachelor's,Engineering,1,3,1,Employed,TEER 0,1,1,47172,IELTS,6.7,No French,48582,30430,536,Self,1,0,0,0,0,0,0,1
60,China,UK,Common-Law,0,Diploma,Engineering,0,6,3,Employed,TEER 0,1,1,43010,IELTS,6.0,No French,32031,14091,6515,Self,0,0,0,0,0,0,0,1
35,Nigeria,Philippines,Common-Law,1,Bachelor's,Healthcare,1,8,4,Employed,TEER 1,0,0,0,CELPIP,9.2,No French,45610,3513,7558,Employer,1,0,0,0,0,0,0,1
55,India,Germany,Common-Law,2,Master's,Engineering,1,3,1,Employed,TEER 4/5,1,1,98649,IELTS,8.1,No French,34243,17451,16050,Self,1,0,0,0,0,0,0,1
52,Pakistan,Brazil,Married,0,Bachelor's,Other,1,7,2,Unemployed,TEER 2,0,0,0,IELTS,5.6,No French,27812,9344,13679,Employer,1,0,0,0,1,0,0,0
32,Nigeria,Brazil,Married,1,PhD,Engineering,1,12,2,Employed,TEER 1,0,0,0,CELPIP,8.1,No French,23398,3730,2688,Self,0,0,0,0,0,0,0,1
42,India,UK,Single,0,Bachelor's,Business,1,7,2,Self-employed,TEER 3,1,0,72608,IELTS,7.3,No French,60681,18911,1178,Employer,0,1,0,0,0,1,0,0
54,Philippines,UK,Married,0,Diploma,Computer Science,1,6,6,Employed,TEER 2,1,0,53753,IELTS,9.4,No French,43791,8765,1357,Employer,0,0,0,0,0,0,0,1
45,Nigeria,UK,Married,0,Bachelor's,Information Technology,0,3,1,Employed,TEER 1,1,1,81162,Other,8.8,No French,51290,18070,27780,Employer,0,1,0,0,1,0,0,1
27,USA,Philippines,Married,2,PhD,Information Technology,1,2,0,Employed,TEER 0,1,1,68807,IELTS,6.2,No French,48033,11134,8947,Family,0,0,0,0,0,0,0,1
56,UK,Germany,Single,0,Bachelor's,Engineering,1,5,2,Employed,TEER 0,1,1,91022,CELPIP,8.4,No French,53818,26140,348,Employer,0,0,0,0,1,0,0,1
34,UK,Nigeria,Married,0,Master's,Business,1,6,4,Employed,TEER 3,0,0,0,IELTS,7.4,No French,39905,120424,1176,Self,0,0,0,0,0,1,0,0
56,India,UK,Married,0,Master's,Computer Science,0,6,6,Self-employed,TEER 3,1,1,36287,CELPIP,6.2,Advanced,35366,22809,5321,Self,0,0,0,0,0,0,0,1
39,Nigeria,Canada,Single,2,Bachelor's,Computer Science,1,4,0,Employed,TEER 1,1,1,56724,Other,8.3,Basic,28694,29024,1863,Self,0,1,0,1,0,0,0,1
43,Nigeria,India,Married,0,High School,Business,0,1,0,Employed,TEER 1,1,1,78127,IELTS,7.7,Basic,16720,65917,13023,Family,0,0,0,0,1,0,0,1
61,India,India,Married,0,Bachelor's,Computer Science,1,6,2,Employed,TEER 2,1,1,79982,CELPIP,5.6,No French,22559,14710,6811,Self,0,1,0,0,0,0,0,0
42,Philippines,Philippines,Married,0,Bachelor's,Healthcare,0,8,8,Employed,TEER 3,0,0,0,CELPIP,8.1,No French,37691,7554,7587,Self,0,0,1,0,0,0,0,0
34,UK,UK,Single,0,Master's,Engineering,0,2,1,Employed,TEER 2,1,1,44197,IELTS,8.0,No French,12939,11309,4971,Employer,0,0,0,0,0,0,0,1
30,India,UAE,Single,1,Bachelor's,Business,1,2,1,Employed,TEER 2,1,1,79237,CELPIP,6.1,No French,17354,15887,2366,Family,0,1,0,1,0,0,0,1
37,China,China,Common-Law,1,Bachelor's,Computer Science,0,2,2,Employed,TEER 0,1,1,47119,Other,6.9,Basic,65842,28892,7121,Employer,0,0,0,0,0,0,0,1
42,India,Nigeria,Single,0,Master's,Computer Science,1,5,4,Employed,TEER 1,0,0,0,IELTS,7.8,No French,49483,3114,10097,Self,0,0,0,0,0,0,0,1
21,India,Canada,Married,0,Bachelor's,Engineering,1,1,0,Employed,TEER 0,1,1,68206,IELTS,6.1,No French,35963,50998,3708,Self,1,0,0,0,0,0,0,1
27,India,Germany,Married,0,Bachelor's,Finance,1,7,3,Employed,TEER 2,0,0,0,IELTS,8.9,No French,90431,4978,5624,Self,0,0,0,0,1,0,0,1
20,Vietnam,UAE,Married,0,Bachelor's,Engineering,1,0,0,Employed,TEER 1,1,1,58675,IELTS,5.6,No French,12035,60728,14644,Self,0,0,0,0,0,0,0,1
58,USA,Brazil,Single,0,Bachelor's,Information Technology,0,4,2,Employed,TEER 3,0,0,0,IELTS,5.9,No French,64512,77612,1287,Self,1,0,0,0,0,0,0,0
35,France,UAE,Married,2,Bachelor's,Healthcare,1,7,5,Employed,TEER 1,0,0,0,IELTS,6.0,No French,42770,118387,6303,Self,0,0,0,0,0,0,0,1
53,Nigeria,Philippines,Single,3,Master's,Finance,0,5,0,Unemployed,TEER 3,1,1,62156,IELTS,7.6,No French,60700,44453,3426,Self,0,0,0,0,0,0,0,1
39,India,Nigeria,Single,4,Bachelor's,Business,1,7,2,Unemployed,TEER 1,0,0,0,IELTS,8.0,No French,47179,6824,9706,Self,1,1,0,0,0,0,0,0
51,China,USA,Single,2,Bachelor's,Other,1,7,7,Employed,TEER 1,0,0,0,IELTS,7.1,No French,8000,33618,151,Self,1,0,0,0,0,0,0,1
25,Nigeria,USA,Single,1,Bachelor's,Computer Science,0,3,2,Unemployed,TEER 2,1,1,81688,IELTS,6.7,Basic,46909,8682,8880,Self,0,1,0,0,0,0,0,1
57,USA,UK,Divorced,1,Diploma,Computer Science,1,5,4,Employed,TEER 0,1,1,97320,IELTS,8.7,Basic,51711,59856,868,Family,0,1,0,0,0,0,0,1
61,India,UK,Divorced,0,Diploma,Healthcare,1,5,3,Employed,TEER 4/5,0,0,0,CELPIP,5.8,Basic,8000,12517,535,Family,1,1,0,0,0,0,0,0
36,Nigeria,Philippines,Single,1,Master's,Business,1,5,0,Employed,TEER 1,0,0,0,IELTS,6.6,No French,83880,12892,10316,Employer,0,0,0,0,0,0,0,0
59,India,Germany,Married,0,Bachelor's,Information Technology,0,5,2,Self-employed,TEER 1,0,0,0,IELTS,5.7,No French,51224,65420,8180,Self,0,1,0,0,0,0,0,0
58,Philippines,UK,Single,0,Bachelor's,Information Technology,1,8,8,Employed,TEER 3,0,0,0,IELTS,5.6,Intermediate,58439,3332,18025,Other,0,0,0,1,1,0,0,1
54,UK,China,Married,2,Bachelor's,Business,0,2,2,Self-employed,TEER 3,0,0,0,IELTS,6.9,No French,21689,8390,5866,Employer,0,0,0,1,0,0,0,0
23,Nigeria,Nigeria,Married,0,High School,Computer Science,0,3,2,Self-employed,TEER 1,0,0,0,IELTS,6.3,No French,58812,16701,6040,Self,1,0,0,0,0,0,0,0
43,Philippines,Philippines,Common-Law,0,Bachelor's,Information Technology,1,6,2,Employed,TEER 3,0,0,0,CELPIP,6.6,No French,66790,33159,9821,Self,0,0,0,1,0,0,0,1
51,Philippines,India,Single,3,Bachelor's,Engineering,1,6,1,Employed,TEER 0,1,0,78099,IELTS,8.8,No French,50071,29072,3125,Self,0,0,0,0,0,0,0,1
23,Nigeria,Brazil,Married,0,Bachelor's,Engineering,1,1,1,Employed,TEER 0,0,0,0,No Test,5.2,No French,44812,30672,300,Family,0,0,0,1,0,0,0,0
54,USA,Philippines,Single,0,Bachelor's,Business,1,10,3,Employed,TEER 1,1,0,62035,IELTS,8.6,Basic,27128,56011,2091,Self,0,0,0,0,0,0,0,1
50,Pakistan,Philippines,Divorced,3,High School,Information Technology,1,5,4,Employed,TEER 1,1,0,77181,IELTS,8.2,No French,40675,6225,2174,Employer,1,0,0,0,1,0,0,1
39,France,USA,Single,1,Diploma,Healthcare,0,3,2,Employed,TEER 1,0,0,0,CELPIP,6.8,No French,34759,21462,3271,Self,1,1,1,0,0,0,0,0
38,USA,Canada,Married,1,PhD,Engineering,1,0,0,Employed,TEER 1,1,1,82605,CELPIP,7.7,No French,56439,35318,22982,Other,1,0,0,0,1,0,0,1
23,Philippines,Germany,Married,0,Bachelor's,Engineering,1,3,2,Employed,TEER 1,1,0,65913,CELPIP,7.3,No French,28002,28273,13071,Employer,1,0,0,0,0,0,0,1
23,Brazil,Canada,Married,0,Bachelor's,Healthcare,1,3,0,Employed,TEER 3,1,0,61730,No Test,4.5,No French,56293,17869,21985,Other,0,0,0,0,0,0,0,1
21,Nigeria,China,Single,2,High School,Information Technology,0,1,0,Employed,TEER 1,0,0,0,IELTS,9.1,No French,28220,3431,52625,Self,0,0,0,0,0,0,0,0
47,Philippines,India,Common-Law,1,High School,Computer Science,0,4,4,Employed,TEER 4/5,0,0,0,CELPIP,7.8,No French,39752,4558,4550,Self,1,0,0,1,1,0,0,1
28,USA,USA,Single,1,Bachelor's,Computer Science,0,2,2,Employed,TEER 2,0,0,0,IELTS,9.0,Basic,57320,6165,2060,Family,1,0,0,1,0,0,0,1
47,India,India,Married,0,Bachelor's,Information Technology,1,4,1,Employed,TEER 1,1,1,68574,CELPIP,8.8,No French,30924,13510,6567,Family,1,0,0,1,0,0,0,1
48,Pakistan,China,Single,0,Bachelor's,Engineering,0,9,7,Unemployed,TEER 1,1,1,83750,IELTS,5.8,No French,58010,6129,17038,Self,0,0,0,1,0,0,0,1
41,Nigeria,Canada,Single,3,Diploma,Business,1,4,4,Employed,TEER 1,1,1,68880,IELTS,6.3,No French,56059,16881,5014,Family,0,1,0,0,0,0,0,1
26,Brazil,Philippines,Married,0,Bachelor's,Healthcare,0,5,4,Employed,TEER 3,1,1,102783,CELPIP,6.1,No French,39580,7919,5632,Self,0,0,0,0,1,0,0,1
20,Brazil,UK,Single,1,Diploma,Business,1,0,0,Self-employed,TEER 0,1,0,56574,IELTS,8.8,No French,68235,40758,1155,Self,0,1,0,1,0,0,0,1
48,Pakistan,UK,Single,0,Diploma,Information Technology,1,2,2,Employed,TEER 0,1,0,73886,IELTS,8.9,No French,46555,54293,4364,Self,0,0,0,0,0,0,0,1
57,Brazil,UAE,Single,1,Bachelor's,Engineering,1,2,0,Employed,TEER 3,1,1,47095,IELTS,7.6,Intermediate,67045,15342,3915,Employer,1,0,0,0,0,0,0,1
54,China,Brazil,Single,3,Diploma,Information Technology,1,5,3,Employed,TEER 2,1,0,70368,CELPIP,5.9,No French,80869,20901,3467,Self,0,0,0,0,0,0,0,0
53,India,Germany,Married,1,Diploma,Computer Science,1,4,0,Self-employed,TEER 0,0,0,0,Other,6.0,No French,40173,79705,17464,Family,0,0,0,1,0,0,0,1
41,Nigeria,China,Common-Law,0,Bachelor's,Computer Science,0,8,7,Self-employed,TEER 0,0,0,0,CELPIP,8.8,No French,57899,22170,489,Self,0,0,0,0,0,0,0,1
48,India,Brazil,Single,1,Bachelor's,Engineering,0,6,1,Employed,TEER 3,0,0,0,CELPIP,9.2,Basic,32248,135826,28646,Family,0,0,0,0,0,0,0,1
23,UK,Germany,Single,2,Master's,Other,1,3,0,Employed,TEER 3,0,0,0,IELTS,6.3,No French,24343,6832,66,Employer,0,0,0,0,0,0,0,0
19,Nigeria,Brazil,Single,0,Bachelor's,Computer Science,1,0,0,Self-employed,TEER 1,1,1,78635,IELTS,5.5,No French,41090,52553,23290,Self,1,0,0,0,0,0,1,0
37,Brazil,Canada,Single,2,High School,Computer Science,0,2,0,Self-employed,TEER 1,0,0,0,IELTS,6.8,Intermediate,17747,20189,6353,Self,1,0,0,0,0,0,0,0
45,India,Germany,Married,1,Diploma,Business,1,8,5,Employed,TEER 3,1,1,60392,IELTS,5.6,No French,26247,3574,9697,Family,0,0,0,1,0,0,0,1
28,India,Canada,Married,2,PhD,Information Technology,1,3,0,Employed,TEER 2,0,0,0,IELTS,8.8,No French,56828,92588,1657,Employer,1,0,0,1,0,0,0,1
21,UK,Philippines,Single,1,Bachelor's,Business,1,1,1,Self-employed,TEER 2,0,0,0,IELTS,7.5,No French,34727,86844,8495,Self,1,0,1,1,0,0,0,0
32,India,USA,Single,0,Bachelor's,Healthcare,1,4,2,Employed,TEER 1,0,0,0,IELTS,8.1,Basic,59210,15083,17093,Self,0,0,0,0,0,0,0,1
23,India,Canada,Single,0,High School,Finance,0,3,1,Employed,TEER 3,0,0,0,CELPIP,7.1,Basic,50988,80055,1201,Self,0,0,0,1,0,0,0,1
47,India,UK,Married,0,Bachelor's,Engineering,1,4,2,Employed,TEER 1,0,0,0,IELTS,6.9,Basic,82023,6799,1087,Self,0,0,0,1,1,0,0,1
55,France,Brazil,Divorced,3,High School,Healthcare,0,8,4,Employed,TEER 0,0,0,0,CELPIP,6.4,Intermediate,55486,31494,2898,Self,1,0,0,0,0,0,0,0
19,UK,UAE,Single,2,Bachelor's,Engineering,1,0,0,Employed,TEER 2,1,1,83034,CELPIP,8.6,No French,67284,8327,1411,Employer,1,0,0,1,0,0,0,1
32,Philippines,Nigeria,Single,1,Master's,Healthcare,1,7,7,Employed,TEER 1,0,0,0,CELPIP,8.3,No French,53037,10080,938,Self,0,0,0,0,0,0,0,1
28,Philippines,Germany,Married,0,PhD,Engineering,1,4,3,Employed,TEER 3,1,1,59600,No Test,5.2,No French,51227,40778,9073,Self,0,0,0,0,0,1,0,1
25,Philippines,China,Common-Law,0,Bachelor's,Computer Science,1,5,5,Employed,TEER 0,0,0,0,IELTS,6.8,Advanced,68294,14844,1924,Employer,0,0,0,1,0,0,0,1
43,USA,UAE,Single,2,Bachelor's,Engineering,1,2,0,Self-employed,TEER 3,1,1,89452,CELPIP,5.5,No French,58375,3178,8797,Self,0,0,1,1,0,0,0,0
61,Brazil,UK,Single,0,Master's,Engineering,1,3,0,Employed,TEER 1,1,1,77130,Other,5.8,Intermediate,49201,16371,15839,Family,0,1,0,0,0,0,0,0
22,India,Canada,Single,0,Bachelor's,Business,1,2,1,Employed,TEER 2,0,0,0,IELTS,8.0,No French,49113,9471,8444,Family,1,0,0,0,0,0,0,0
23,India,USA,Married,1,High School,Business,0,1,0,Employed,TEER 0,1,0,62062,CELPIP,7.6,Basic,55764,31747,1016,Self,1,0,0,0,1,0,0,0
43,India,Philippines,Single,0,Bachelor's,Healthcare,1,3,0,Employed,TEER 2,0,0,0,IELTS,7.2,No French,31572,8405,6818,Self,1,0,0,0,0,0,0,0
21,Brazil,Nigeria,Single,0,Diploma,Computer Science,1,1,1,Employed,TEER 2,1,1,46686,IELTS,8.8,Basic,30724,49169,4002,Self,0,1,0,0,0,0,0,1
36,UK,India,Married,0,Bachelor's,Business,1,4,2,Employed,TEER 1,0,0,0,IELTS,7.5,No French,73508,10768,3365,Self,1,0,0,0,0,0,0,1
37,Philippines,UAE,Single,0,Bachelor's,Engineering,1,7,3,Employed,TEER 0,0,0,0,No Test,4.3,No French,82288,15481,3068,Self,0,0,0,0,0,0,0,0
50,India,USA,Married,4,Bachelor's,Finance,1,9,8,Unemployed,TEER 1,0,0,0,CELPIP,6.1,No French,26422,11846,21209,Other,0,0,0,0,0,0,0,0
37,India,India,Single,0,Bachelor's,Finance,1,1,0,Employed,TEER 3,1,1,47236,Other,8.8,No French,31620,28815,10854,Self,1,0,0,1,0,0,0,1
29,Vietnam,Nigeria,Single,0,Diploma,Computer Science,0,3,3,Employed,TEER 1,1,1,106957,CELPIP,7.8,No French,67850,5666,1149,Employer,0,0,0,0,1,0,0,1
18,Philippines,China,Married,0,Bachelor's,Business,1,0,0,Employed,TEER 1,0,0,0,IELTS,5.9,Intermediate,55670,19256,5170,Self,0,0,0,0,0,0,0,1
43,UK,China,Single,2,Master's,Computer Science,0,1,1,Employed,TEER 1,1,0,87023,IELTS,8.1,No French,58528,13178,3064,Employer,0,0,0,1,0,0,0,1
31,Brazil,Brazil,Divorced,0,Bachelor's,Information Technology,0,3,2,Employed,TEER 4/5,1,0,55162,Other,7.2,No French,62932,56883,30511,Family,0,0,0,0,1,0,1,1
55,Philippines,Nigeria,Married,1,Bachelor's,Engineering,1,5,2,Employed,TEER 1,0,0,0,IELTS,8.7,No French,40185,4906,30544,Employer,1,0,0,0,0,1,0,0
54,India,Nigeria,Single,0,Master's,Computer Science,1,7,1,Employed,TEER 0,1,1,76952,IELTS,9.2,No French,51599,47254,3079,Self,0,0,0,0,0,0,0,1
28,India,India,Married,0,Master's,Business,0,4,4,Employed,TEER 2,1,1,83950,IELTS,7.9,Basic,50043,7588,3472,Self,1,0,1,0,0,0,0,1
53,China,USA,Single,0,Diploma,Computer Science,1,6,4,Employed,TEER 2,1,1,78483,IELTS,8.4,Basic,27830,5318,7318,Self,0,0,0,0,0,0,0,1
30,USA,Germany,Common-Law,2,High School,Computer Science,0,4,2,Employed,TEER 0,1,1,84185,CELPIP,5.7,Advanced,51301,8651,5220,Family,0,0,0,0,0,0,0,1
60,Brazil,India,Single,2,Bachelor's,Engineering,1,3,2,Self-employed,TEER 4/5,0,0,0,IELTS,7.7,No French,69754,5707,1917,Employer,0,1,0,0,0,0,0,0
