age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome,settlement_funds_adequate,debt_to_income_ratio,relevant_exp_ratio,financial_strength_score
45,Vietnam,Canada,Single,0,Bachelor's,Healthcare,0,6,2,Employed,TEER 2,0,0,0,IELTS,8.3,No French,56944,6133,15748,Self,0,0,0,0,0,0,0,0,0,0.2765,0.2857,57.0
22,Brazil,Nigeria,Single,0,Master's,Healthcare,1,2,0,Self-employed,TEER 3,1,1,86387,IELTS,8.9,No French,72182,4591,27980,Other,0,0,0,1,0,0,0,1,0,0.1765,0.0,61.24
47,India,Philippines,Single,1,Master's,Information Technology,0,10,0,Employed,TEER 1,0,0,0,IELTS,5.8,No French,23109,15149,1106,Self,0,0,0,0,0,0,0,0,0,0.0479,0.0,59.86
22,Brazil,China,Single,4,Bachelor's,Computer Science,1,2,0,Employed,TEER 1,1,1,86852,CELPIP,5.9,No French,36216,16183,6905,Self,0,0,0,0,0,0,0,1,0,0.0561,0.0,56.14
29,India,Nigeria,Single,0,Bachelor's,Computer Science,1,8,0,Employed,TEER 4/5,1,0,75348,CELPIP,8.1,No French,21447,12632,12579,Self,0,0,0,1,0,0,0,1,0,0.13,0.0,59.18
33,India,India,Married,0,Bachelor's,Finance,0,6,2,Employed,TEER 1,1,1,74541,IELTS,9.3,No French,18224,10458,6097,Self,0,0,0,0,0,0,0,1,0,0.0657,0.2857,54.11
43,Philippines,Nigeria,Common-Law,0,Bachelor's,Healthcare,1,4,1,Employed,TEER 0,1,1,98609,IELTS,7.4,Intermediate,32443,13341,4210,Self,1,1,0,0,0,0,0,1,0,0.0321,0.2,66.59
43,Nigeria,Philippines,Common-Law,1,Diploma,Computer Science,1,5,0,Employed,TEER 1,1,0,88195,Other,9.3,No French,52332,7459,8519,Self,1,0,0,0,0,1,0,0,0,0.0606,0.0,57.99
38,Pakistan,Canada,Married,0,Bachelor's,Information Technology,1,4,4,Employed,TEER 1,1,0,79599,CELPIP,9.3,No French,60427,15914,2519,Self,1,0,0,0,0,0,0,1,1,0.018,0.8,83.6
56,UK,UK,Single,2,Diploma,Engineering,1,6,6,Self-employed,TEER 0,0,0,0,No Test,4.0,No French,26032,61742,3435,Self,0,0,0,0,0,0,0,0,1,0.1319,0.8571,100.0
53,UK,UAE,Married,1,Master's,Business,1,2,1,Self-employed,TEER 3,1,1,85595,IELTS,9.1,No French,28814,9353,38908,Self,1,1,0,1,0,0,0,1,0,0.3401,0.3333,47.68
50,Nigeria,Canada,Common-Law,1,Bachelor's,Computer Science,1,2,1,Self-employed,TEER 4/5,0,0,0,IELTS,9.1,No French,9403,31836,8095,Self,1,0,0,1,0,0,0,1,1,0.8608,0.3333,71.19
47,Philippines,Germany,Single,0,PhD,Information Technology,1,9,3,Self-employed,TEER 1,0,0,0,IELTS,8.8,Basic,49287,6822,16503,Employer,0,0,0,0,0,0,0,1,0,0.3348,0.3,54.57
54,Philippines,Nigeria,Married,4,Bachelor's,Finance,1,1,1,Employed,TEER 2,0,0,0,CELPIP,8.3,No French,30357,13920,13192,Self,0,0,0,0,0,0,0,0,0,0.4345,0.5,45.67
40,Vietnam,Brazil,Single,0,Bachelor's,Computer Science,1,3,3,Employed,TEER 3,0,0,0,IELTS,5.6,No French,78260,12684,8450,Self,0,0,0,0,0,0,0,1,0,0.108,0.75,82.34
27,India,USA,Married,0,Bachelor's,Computer Science,1,4,3,Self-employed,TEER 2,0,0,0,IELTS,6.0,Intermediate,53196,72127,14697,Employer,0,1,0,0,1,0,0,0,1,0.2763,0.6,100.0
22,Pakistan,Brazil,Divorced,1,Diploma,Other,1,2,1,Employed,TEER 0,0,0,0,IELTS,6.0,No French,41571,16964,2707,Self,0,0,0,0,1,0,0,0,0,0.0651,0.3333,70.14
53,China,Canada,Single,1,Bachelor's,Healthcare,1,2,0,Employed,TEER 0,1,1,43393,CELPIP,5.6,No French,32177,32317,8109,Self,0,0,0,1,0,0,0,1,1,0.1073,0.0,92.44
51,Nigeria,Brazil,Common-Law,0,High School,Information Technology,0,6,3,Employed,TEER 0,0,0,0,IELTS,6.0,No French,15106,26061,7144,Self,0,0,0,0,0,0,0,0,1,0.4729,0.4286,80.78
48,UK,India,Married,0,Bachelor's,Computer Science,1,2,1,Employed,TEER 0,0,0,0,CELPIP,9.2,No French,17642,6800,7791,Employer,0,1,0,0,0,0,0,0,0,0.4416,0.3333,40.26
27,Nigeria,Brazil,Divorced,2,Bachelor's,Computer Science,0,7,5,Employed,TEER 1,1,1,49426,Other,8.2,No French,32557,73144,1477,Employer,0,0,0,0,0,0,0,1,1,0.018,0.625,100.0
36,Pakistan,China,Married,0,Master's,Information Technology,1,10,10,Employed,TEER 1,1,0,94645,CELPIP,6.7,No French,31021,13611,2597,Self,1,0,0,0,0,0,0,1,0,0.0207,0.9091,66.78
49,Pakistan,UK,Married,2,Diploma,Finance,1,1,0,Employed,TEER 0,1,1,73494,IELTS,8.7,No French,25016,4144,2702,Family,0,0,0,0,0,0,0,1,0,0.0274,0.0,40.58
18,Nigeria,Nigeria,Single,1,Diploma,Engineering,1,0,0,Unemployed,TEER 0,0,0,0,No Test,5.0,No French,52541,11932,7369,Self,0,0,0,0,0,0,0,0,0,0.1402,0.0,64.66
22,Philippines,Brazil,Single,0,Bachelor's,Business,1,2,0,Employed,TEER 1,1,1,51494,IELTS,6.1,Basic,55285,13223,28762,Employer,0,0,0,0,0,0,1,0,0,0.2694,0.0,71.91
21,China,Philippines,Single,0,Master's,Finance,1,1,1,Self-employed,TEER 1,0,0,0,IELTS,9.0,Basic,35827,5433,24644,Self,0,0,0,0,0,0,0,0,0,0.6878,0.5,40.86
33,France,UK,Divorced,0,Bachelor's,Engineering,0,8,5,Employed,TEER 2,0,0,0,No Test,4.6,No French,83703,27188,2061,Employer,0,0,0,1,0,0,0,1,1,0.0246,0.5556,100.0
41,India,UK,Married,2,Bachelor's,Computer Science,1,6,6,Self-employed,TEER 0,0,0,0,IELTS,8.3,No French,10065,13645,2908,Self,0,0,0,0,0,0,0,0,0,0.2889,0.8571,44.41
33,Brazil,Brazil,Married,1,Bachelor's,Engineering,1,2,1,Employed,TEER 3,0,0,0,IELTS,6.7,No French,46163,27797,293,Self,0,0,0,0,1,1,0,0,1,0.0063,0.3333,91.69
19,Brazil,UK,Common-Law,0,High School,Finance,0,0,0,Employed,TEER 4/5,0,0,0,IELTS,7.5,No French,40628,3169,4070,Self,0,0,0,0,0,0,0,0,0,0.1002,0.0,46.66
45,UK,USA,Single,1,PhD,Business,1,8,0,Unemployed,TEER 2,1,0,42595,IELTS,8.8,No French,33985,103501,14398,Family,1,1,0,1,0,0,0,1,1,0.188,0.0,100.0
49,India,Brazil,Single,4,Bachelor's,Computer Science,1,8,7,Employed,TEER 2,1,0,77169,IELTS,6.1,No French,31046,7673,19791,Family,0,1,0,1,0,0,0,1,0,0.1829,0.7778,42.97
44,UK,India,Single,0,Diploma,Healthcare,1,2,0,Unemployed,TEER 3,1,1,86491,IELTS,9.4,No French,44860,29921,2158,Self,0,0,0,0,0,0,0,1,1,0.0164,0.0,100.0
37,Pakistan,Canada,Single,3,Bachelor's,Engineering,1,5,4,Employed,TEER 0,1,1,65018,IELTS,5.8,Basic,40489,34450,2471,Family,0,0,0,0,0,0,0,1,1,0.0234,0.6667,83.45
41,India,China,Single,0,Diploma,Finance,1,4,4,Employed,TEER 4/5,1,1,45442,CELPIP,7.6,No French,37162,7706,1996,Family,0,1,0,0,0,0,0,1,0,0.0242,0.8,56.31
29,India,UAE,Married,0,PhD,Computer Science,1,3,0,Employed,TEER 2,0,0,0,IELTS,9.2,Advanced,19025,5961,3447,Family,1,0,0,1,0,0,0,1,0,0.1812,0.0,42.89
52,Vietnam,Germany,Single,0,Diploma,Engineering,1,8,8,Employed,TEER 2,0,0,0,IELTS,9.3,Basic,12637,7138,13068,Self,0,0,0,1,0,0,0,1,0,1.034,0.8889,30.11
50,India,UK,Single,0,Bachelor's,Finance,1,3,2,Employed,TEER 1,0,0,0,IELTS,6.4,No French,39229,10086,8327,Self,1,0,0,0,0,0,0,0,0,0.2123,0.5,59.5
50,Pakistan,India,Single,0,Diploma,Engineering,0,7,5,Unemployed,TEER 1,1,0,112523,CELPIP,6.1,No French,36958,7605,12332,Self,0,0,0,0,0,0,0,0,0,0.0825,0.625,55.13
60,Nigeria,Nigeria,Single,0,Bachelor's,Engineering,1,2,0,Unemployed,TEER 2,1,1,61449,CELPIP,8.4,No French,41059,31021,6997,Self,0,0,0,0,0,0,0,1,1,0.0683,0.0,100.0
54,India,Nigeria,Divorced,3,Master's,Computer Science,1,1,0,Unemployed,TEER 2,0,0,0,Other,5.7,No French,42827,16654,2384,Family,0,0,0,0,1,0,0,0,0,0.0557,0.0,61.89
29,Pakistan,Germany,Married,2,Bachelor's,Information Technology,0,5,2,Employed,TEER 2,1,0,94973,IELTS,7.4,No French,34549,22293,2070,Family,1,0,0,0,0,0,0,1,1,0.016,0.3333,70.8
20,Nigeria,China,Divorced,2,Bachelor's,Information Technology,1,0,0,Unemployed,TEER 0,1,1,77814,IELTS,8.7,No French,40751,4212,72,Family,0,0,0,0,0,0,0,1,0,0.0006,0.0,47.38
18,Nigeria,UK,Single,0,Master's,Finance,1,0,0,Employed,TEER 1,1,1,71449,IELTS,7.7,No French,27929,52376,12148,Self,0,0,0,0,0,0,0,1,1,0.1222,0.0,100.0
50,Philippines,USA,Single,0,High School,Information Technology,1,4,3,Self-employed,TEER 1,1,0,93974,IELTS,6.3,No French,75478,7675,15024,Family,0,0,0,0,0,0,0,1,0,0.0887,0.6,70.6
57,China,Germany,Married,0,Bachelor's,Engineering,1,3,1,Employed,TEER 1,1,0,119612,IELTS,7.4,Intermediate,29005,14163,11697,Self,0,0,0,0,0,0,0,1,1,0.0787,0.25,66.31
27,India,China,Single,2,Diploma,Healthcare,1,0,0,Employed,TEER 0,1,1,84612,No Test,5.3,No French,37580,4865,618,Employer,0,0,0,0,1,0,0,1,0,0.0051,0.0,46.99
60,Philippines,UK,Single,3,PhD,Computer Science,1,2,0,Unemployed,TEER 0,1,1,66646,IELTS,8.0,No French,30524,6677,11491,Self,0,0,0,0,0,1,0,0,0,0.1183,0.0,43.69
61,Vietnam,India,Single,0,Bachelor's,Engineering,1,3,0,Unemployed,TEER 1,0,0,0,No Test,4.1,No French,30188,30400,374,Family,0,0,0,0,0,0,0,0,1,0.0124,0.0,100.0
46,Philippines,Canada,Single,0,Bachelor's,Business,1,4,2,Employed,TEER 1,1,1,133433,IELTS,6.8,Basic,45492,32489,892,Family,0,0,0,0,0,0,0,1,1,0.005,0.4,100.0
30,Brazil,USA,Single,1,Bachelor's,Business,1,2,1,Self-employed,TEER 0,1,1,80967,Other,6.3,No French,42955,31249,4645,Employer,0,1,0,0,0,0,0,1,1,0.0375,0.3333,95.94
29,Philippines,UAE,Single,0,Diploma,Healthcare,1,6,3,Employed,TEER 4/5,0,0,0,IELTS,6.5,Basic,35810,23081,5172,Self,0,0,0,1,0,0,0,1,1,0.1444,0.4286,87.49
48,USA,Nigeria,Married,0,Diploma,Healthcare,0,5,2,Employed,TEER 2,0,0,0,Other,7.6,Basic,39330,79187,13547,Self,1,0,0,0,0,0,0,0,1,0.3444,0.3333,100.0
19,India,Philippines,Single,1,Diploma,Computer Science,1,0,0,Employed,TEER 2,1,0,37830,IELTS,6.6,Basic,30603,20690,9103,Self,0,0,0,0,0,0,0,1,1,0.133,0.0,71.21
52,Vietnam,India,Single,1,Bachelor's,Finance,1,8,7,Employed,TEER 0,0,0,0,No Test,4.6,No French,53034,17919,1331,Self,1,0,0,0,0,0,0,1,1,0.0251,0.7778,76.99
40,Nigeria,Nigeria,Married,0,Diploma,Computer Science,1,6,5,Employed,TEER 2,1,0,92402,IELTS,8.3,No French,86103,10110,2050,Family,1,0,0,0,0,0,0,1,0,0.0115,0.7143,81.32
34,India,Brazil,Single,0,High School,Business,0,1,1,Employed,TEER 1,1,0,69272,IELTS,8.4,No French,27503,5602,2691,Employer,0,0,0,0,0,0,0,0,0,0.0278,0.5,47.8
43,India,Philippines,Single,4,Master's,Information Technology,1,9,6,Employed,TEER 4/5,0,0,0,IELTS,6.2,No French,52879,22860,1056,Self,0,0,1,0,0,0,0,0,0,0.02,0.6,70.56
25,India,Nigeria,Married,0,PhD,Finance,1,3,2,Employed,TEER 2,0,0,0,IELTS,8.5,No French,45898,12454,2713,Self,1,1,0,0,0,0,0,0,0,0.0591,0.5,69.63
46,Nigeria,China,Single,0,Bachelor's,Healthcare,0,9,4,Employed,TEER 1,1,0,80924,CELPIP,8.2,No French,58372,21559,10433,Employer,0,0,0,0,0,0,0,1,1,0.0749,0.4,94.24
43,Philippines,USA,Single,0,Bachelor's,Business,0,4,4,Employed,TEER 3,0,0,0,No Test,4.1,No French,58935,8770,2210,Self,0,0,0,0,1,0,0,0,0,0.0375,0.8,67.14
27,USA,Nigeria,Married,0,High School,Computer Science,0,3,0,Employed,TEER 0,0,0,0,CELPIP,5.7,No French,49108,48530,14431,Self,0,0,0,0,1,0,0,0,1,0.2939,0.0,100.0
43,Nigeria,UAE,Single,0,Bachelor's,Engineering,1,7,4,Employed,TEER 0,1,0,115189,CELPIP,8.1,No French,44203,205561,5071,Employer,0,0,0,0,0,0,0,1,1,0.0318,0.5,100.0
51,India,Canada,Married,2,Master's,Healthcare,1,5,2,Employed,TEER 2,1,1,59583,IELTS,7.0,No French,36310,12730,3119,Employer,1,0,0,1,0,0,0,1,0,0.0325,0.3333,57.44
58,China,China,Married,0,Diploma,Business,0,6,1,Employed,TEER 0,1,1,84236,CELPIP,6.1,Basic,29700,49180,4253,Self,1,0,1,0,0,0,0,0,1,0.0373,0.1429,100.0
24,UK,India,Single,0,Diploma,Computer Science,1,3,2,Employed,TEER 0,0,0,0,IELTS,5.7,No French,43063,54586,9889,Self,1,0,0,0,0,0,0,1,1,0.2296,0.5,100.0
21,India,India,Married,1,Master's,Other,1,1,1,Employed,TEER 2,1,1,76299,Other,6.1,No French,19308,141502,5818,Self,1,0,0,0,0,0,1,1,1,0.0609,0.5,100.0
28,India,India,Married,1,Bachelor's,Finance,1,5,4,Self-employed,TEER 1,0,0,0,IELTS,9.3,No French,33122,13491,58,Self,0,0,0,1,1,0,0,1,0,0.0018,0.6667,61.67
46,India,India,Single,2,High School,Information Technology,0,8,0,Employed,TEER 2,1,1,46564,CELPIP,8.4,Advanced,67137,38268,20441,Self,0,0,0,0,1,0,0,1,1,0.1798,0.0,100.0
53,UK,Canada,Married,2,Bachelor's,Business,1,7,6,Employed,TEER 3,1,1,107861,IELTS,7.6,Basic,46970,9495,546,Self,0,0,0,0,0,0,0,1,0,0.0035,0.75,57.46
42,Brazil,Nigeria,Single,0,Bachelor's,Engineering,0,3,3,Employed,TEER 1,0,0,0,IELTS,9.3,No French,62853,27507,22325,Family,0,1,0,0,0,0,0,1,1,0.3552,0.75,100.0
38,Nigeria,UK,Married,2,Bachelor's,Engineering,1,5,5,Employed,TEER 0,0,0,0,IELTS,8.0,No French,74392,33506,228,Family,0,1,0,0,0,0,0,0,1,0.0031,0.8333,100.0
53,USA,Nigeria,Single,0,Master's,Information Technology,1,9,8,Self-employed,TEER 0,1,0,92799,IELTS,8.4,No French,41459,36784,11791,Employer,0,0,0,0,0,0,0,1,1,0.0878,0.8,100.0
27,USA,Brazil,Married,4,Master's,Engineering,1,5,2,Employed,TEER 0,1,1,64177,IELTS,6.6,No French,49146,8803,6120,Self,0,0,0,0,0,0,0,1,0,0.054,0.3333,53.36
54,China,USA,Single,0,Bachelor's,Business,1,6,1,Employed,TEER 0,0,0,0,IELTS,7.9,Basic,38963,50216,5637,Self,0,1,0,0,1,0,0,0,1,0.1447,0.1429,100.0
26,Pakistan,Philippines,Married,4,Master's,Engineering,0,4,4,Employed,TEER 0,1,1,107358,CELPIP,6.1,No French,28747,16660,604,Employer,1,0,0,0,0,0,0,1,0,0.0044,0.8,54.44
41,India,UK,Single,2,Bachelor's,Healthcare,1,6,4,Employed,TEER 1,1,1,53421,IELTS,7.1,No French,25940,9095,2182,Family,1,0,0,0,0,0,0,1,0,0.0275,0.5714,48.11
52,India,UK,Single,0,Master's,Healthcare,1,6,0,Employed,TEER 1,0,0,0,Other,5.6,No French,61863,22551,12024,Employer,0,0,0,0,0,0,0,0,1,0.1944,0.0,96.01
52,Philippines,Nigeria,Married,1,Bachelor's,Healthcare,1,5,2,Self-employed,TEER 2,1,1,61612,IELTS,6.4,Basic,49172,52759,17750,Other,0,0,1,0,0,0,0,0,1,0.1602,0.3333,100.0
53,India,UK,Married,4,Master's,Computer Science,1,6,0,Unemployed,TEER 3,1,0,52050,IELTS,5.8,No French,81932,88347,6025,Employer,0,1,0,0,0,0,0,0,1,0.045,0.0,100.0
35,China,Germany,Married,2,Master's,Business,1,4,0,Employed,TEER 2,1,1,80910,IELTS,7.1,Basic,64441,37478,3487,Self,0,1,0,0,0,0,0,1,1,0.024,0.0,100.0
56,France,Germany,Married,0,High School,Engineering,1,4,1,Self-employed,TEER 1,0,0,0,IELTS,8.9,No French,30375,3140,494,Self,0,1,0,0,0,0,0,0,0,0.0163,0.2,43.75
49,India,Brazil,Married,1,Master's,Information Technology,1,7,2,Employed,TEER 0,1,1,35958,IELTS,7.0,No French,61806,6616,9170,Self,1,0,0,0,0,0,0,1,0,0.0938,0.25,59.82
41,India,Philippines,Married,0,Master's,Information Technology,1,7,1,Unemployed,TEER 2,0,0,0,IELTS,8.8,No French,38898,4983,2610,Family,0,0,0,0,1,0,0,1,0,0.0671,0.125,50.42
40,Nigeria,UAE,Single,0,Master's,Engineering,1,5,2,Self-employed,TEER 1,1,1,88477,IELTS,8.1,No French,69337,5667,452,Self,0,0,0,0,1,0,0,1,0,0.0029,0.3333,65.05
49,France,Canada,Married,0,Diploma,Finance,0,3,0,Employed,TEER 0,1,0,78740,CELPIP,7.5,Intermediate,35273,15073,8769,Family,0,0,0,0,0,0,0,0,1,0.0769,0.0,70.83
54,Philippines,Nigeria,Married,0,Master's,Information Technology,0,3,3,Employed,TEER 3,1,1,86402,IELTS,6.4,Basic,23951,13330,5319,Self,0,0,0,0,0,0,0,1,0,0.0482,0.75,62.93
29,Nigeria,Canada,Divorced,2,Master's,Business,0,3,1,Employed,TEER 1,1,1,62203,IELTS,9.2,No French,29084,6017,96,Family,0,0,0,0,0,0,0,1,0,0.0011,0.25,45.31
30,India,UAE,Common-Law,0,Diploma,Computer Science,1,2,2,Employed,TEER 0,0,0,0,CELPIP,5.7,No French,30106,56476,940,Self,0,0,0,1,1,0,0,1,1,0.0312,0.6667,100.0
40,India,Nigeria,Single,2,PhD,Engineering,1,6,2,Employed,TEER 3,1,1,74734,CELPIP,8.3,No French,28194,26890,9610,Self,0,0,0,0,0,1,0,1,1,0.0934,0.2857,73.74
42,Vietnam,Nigeria,Single,0,High School,Other,0,3,3,Self-employed,TEER 3,0,0,0,IELTS,8.0,No French,33547,42797,526,Employer,0,0,0,0,1,0,0,0,1,0.0157,0.75,100.0
52,Vietnam,Philippines,Married,0,Diploma,Business,1,3,0,Self-employed,TEER 1,1,1,77016,CELPIP,7.3,No French,62133,14612,16077,Self,0,0,0,0,0,1,1,0,1,0.1155,0.0,79.99
58,India,Canada,Married,0,Bachelor's,Computer Science,0,11,6,Self-employed,TEER 1,1,0,69447,Other,6.5,No French,80920,16200,2983,Self,1,0,0,0,0,0,0,1,1,0.0198,0.5,92.4
47,France,Germany,Married,0,Bachelor's,Engineering,1,4,4,Unemployed,TEER 1,1,1,67659,IELTS,7.2,Basic,18396,12554,742,Self,0,0,0,0,1,0,0,1,0,0.0086,0.8,59.61
34,Brazil,India,Married,0,Bachelor's,Information Technology,1,10,3,Self-employed,TEER 2,0,0,0,IELTS,9.0,Basic,70270,17425,11408,Employer,1,0,0,0,0,0,0,1,1,0.1623,0.2727,88.67
37,Pakistan,Canada,Married,0,High School,Engineering,0,8,5,Employed,TEER 0,0,0,0,Other,8.8,No French,35445,26564,5945,Employer,0,1,0,1,0,0,0,0,1,0.1677,0.5556,94.59
42,Nigeria,USA,Single,1,PhD,Business,0,3,3,Employed,TEER 1,0,0,0,IELTS,9.3,Basic,51957,19980,2929,Employer,1,0,0,0,0,0,0,1,1,0.0564,0.75,79.67
39,Nigeria,USA,Married,0,High School,Business,1,7,5,Employed,TEER 4/5,1,1,128981,IELTS,6.7,No French,11917,48491,4168,Employer,0,0,0,0,0,0,0,1,1,0.0296,0.625,100.0
30,Nigeria,Nigeria,Single,0,Diploma,Information Technology,1,5,2,Employed,TEER 1,0,0,0,IELTS,7.0,No French,55480,60599,173,Family,0,0,0,0,0,0,0,1,1,0.0031,0.3333,100.0
36,Brazil,India,Single,0,High School,Finance,0,3,0,Employed,TEER 3,1,1,106281,CELPIP,5.6,No French,8000,18857,8694,Self,0,0,0,0,0,0,0,1,1,0.0761,0.0,68.18
53,India,China,Married,2,Bachelor's,Engineering,1,5,2,Employed,TEER 4/5,0,0,0,Other,9.3,No French,51278,9852,3642,Self,0,0,0,0,0,0,0,0,0,0.071,0.3333,58.69
29,India,UAE,Married,3,Master's,Information Technology,1,6,3,Self-employed,TEER 1,0,0,0,CELPIP,6.8,Basic,50145,75598,10015,Self,0,1,0,0,0,0,0,0,1,0.1997,0.4286,100.0
58,Philippines,Brazil,Single,0,Bachelor's,Engineering,1,5,4,Self-employed,TEER 2,1,1,48945,No Test,4.4,Basic,48820,36204,7914,Self,1,0,0,1,0,0,0,1,1,0.0809,0.6667,100.0
36,UK,India,Single,0,Master's,Healthcare,1,5,4,Employed,TEER 0,1,1,81073,IELTS,9.1,No French,30301,28550,8427,Family,0,0,0,0,0,0,0,1,1,0.0757,0.6667,98.24
29,India,Brazil,Divorced,0,High School,Engineering,0,2,2,Self-employed,TEER 2,0,0,0,IELTS,7.6,No French,55990,37202,12596,Self,0,0,0,1,0,0,0,1,1,0.225,0.6667,100.0
26,Brazil,Canada,Single,3,Bachelor's,Engineering,0,6,1,Employed,TEER 2,0,0,0,CELPIP,7.8,No French,52821,4975,7979,Self,0,0,0,0,0,0,0,0,0,0.1511,0.1429,50.01
24,Vietnam,Canada,Married,0,Bachelor's,Engineering,1,4,2,Self-employed,TEER 0,1,0,76218,No Test,4.7,No French,40800,4750,4340,Self,0,0,0,1,0,0,0,1,0,0.0371,0.4,51.12
45,India,Brazil,Married,0,Bachelor's,Computer Science,1,4,1,Employed,TEER 2,0,0,0,IELTS,7.5,Basic,58437,7154,3953,Self,1,0,0,0,1,0,0,0,0,0.0676,0.2,62.96
31,Brazil,UAE,Married,0,High School,Business,1,7,6,Employed,TEER 2,0,0,0,IELTS,9.2,Advanced,43087,6988,1018,Family,0,1,0,0,0,0,0,1,0,0.0236,0.75,57.12
48,Nigeria,India,Married,0,Bachelor's,Engineering,1,5,2,Self-employed,TEER 1,1,0,43409,IELTS,7.7,No French,55575,16647,12092,Self,0,0,0,1,0,0,0,1,1,0.1222,0.3333,81.7
36,Pakistan,China,Single,0,Bachelor's,Computer Science,1,6,1,Employed,TEER 0,1,0,80175,IELTS,6.5,Basic,42482,7281,11453,Family,1,0,0,0,1,1,1,0,0,0.0934,0.1429,56.47
33,India,Nigeria,Married,2,Master's,Business,1,6,1,Employed,TEER 0,0,0,0,IELTS,5.6,No French,49334,51193,2262,Self,0,0,0,0,0,0,0,0,1,0.0458,0.1429,100.0
22,Brazil,Philippines,Single,0,Bachelor's,Finance,1,2,1,Employed,TEER 1,1,1,77187,IELTS,6.8,No French,56494,24574,15883,Other,0,0,0,0,0,0,0,1,1,0.1188,0.3333,99.4
52,USA,Canada,Married,1,Diploma,Finance,1,3,2,Employed,TEER 4/5,1,1,17687,Other,7.8,No French,37041,14482,7113,Self,1,1,0,0,0,0,0,1,0,0.13,0.5,63.04
29,France,USA,Single,0,Bachelor's,Information Technology,0,5,5,Unemployed,TEER 3,0,0,0,IELTS,5.7,Basic,20323,4804,5211,Self,0,1,0,0,0,0,0,0,0,0.2564,0.8333,39.76
42,Brazil,UAE,Married,0,Diploma,Computer Science,1,4,1,Employed,TEER 1,0,0,0,CELPIP,7.9,No French,50521,25352,141,Family,0,0,0,0,1,0,0,1,1,0.0028,0.2,100.0
38,Nigeria,Philippines,Single,3,Master's,Engineering,1,8,0,Self-employed,TEER 1,0,0,0,IELTS,7.6,Intermediate,68787,6097,3859,Self,0,1,0,0,0,0,0,0,0,0.0561,0.0,59.21
53,China,China,Single,0,Bachelor's,Computer Science,0,3,3,Employed,TEER 1,1,1,41057,IELTS,8.6,No French,50983,36988,8188,Self,0,0,0,0,0,0,0,1,1,0.089,0.75,100.0
40,Pakistan,UK,Single,2,Diploma,Finance,1,2,1,Employed,TEER 0,0,0,0,IELTS,5.6,No French,51362,43583,752,Self,0,0,0,0,0,0,0,0,1,0.0146,0.3333,100.0
33,China,Nigeria,Single,1,PhD,Computer Science,1,1,1,Employed,TEER 1,0,0,0,Other,8.6,No French,44156,22630,4923,Self,0,0,0,1,0,0,0,1,1,0.1115,0.5,80.33
56,India,Canada,Married,0,Bachelor's,Information Technology,1,7,5,Employed,TEER 1,1,0,58035,IELTS,7.6,Basic,59782,7051,40209,Employer,0,0,0,1,0,0,0,1,0,0.3413,0.625,59.17
59,France,Nigeria,Single,3,High School,Engineering,0,3,1,Employed,TEER 1,0,0,0,Other,7.0,No French,41281,41645,10085,Self,0,1,0,0,0,0,0,0,1,0.2443,0.25,89.35
56,Brazil,Philippines,Common-Law,0,Bachelor's,Information Technology,1,2,0,Employed,TEER 4/5,0,0,0,CELPIP,9.4,Basic,35922,12198,6332,Family,0,0,0,0,1,0,0,0,0,0.1763,0.0,63.32
31,Brazil,Nigeria,Divorced,2,Diploma,Business,1,4,0,Employed,TEER 2,0,0,0,IELTS,6.1,No French,67105,9296,6091,Self,0,0,0,0,1,0,0,0,0,0.0908,0.0,63.92
48,India,UK,Married,0,Master's,Engineering,1,6,1,Employed,TEER 2,0,0,0,IELTS,7.7,No French,34389,18898,358,Self,0,0,0,0,0,0,0,0,1,0.0104,0.1429,79.81
22,Brazil,Philippines,Single,2,Master's,Computer Science,1,2,1,Employed,TEER 0,1,1,51600,CELPIP,6.8,Basic,62789,66984,25231,Self,1,0,0,1,0,0,0,1,1,0.2206,0.3333,100.0
52,Philippines,Canada,Single,0,PhD,Information Technology,1,7,5,Employed,TEER 4/5,1,1,66753,IELTS,7.6,No French,67118,11823,21068,Employer,0,0,0,0,0,0,0,1,0,0.1574,0.625,75.27
40,Brazil,India,Married,1,Bachelor's,Engineering,0,4,3,Employed,TEER 2,0,0,0,IELTS,7.7,Basic,56336,61999,9175,Self,0,0,1,1,0,0,0,0,1,0.1629,0.6,100.0
46,India,USA,Single,2,Bachelor's,Computer Science,1,10,0,Employed,TEER 3,0,0,0,IELTS,5.9,No French,20015,4378,834,Other,0,0,0,1,1,0,0,1,0,0.0417,0.0,38.71
60,Brazil,Philippines,Single,3,Master's,Healthcare,1,8,7,Employed,TEER 1,0,0,0,IELTS,8.1,No French,45543,5180,1863,Self,0,0,0,0,0,0,0,1,0,0.0409,0.7778,49.01
28,Vietnam,Germany,Married,3,Diploma,Engineering,1,6,5,Employed,TEER 1,1,1,120622,Other,8.0,Basic,40960,32979,1625,Family,0,1,0,0,0,0,0,1,1,0.0101,0.7143,82.02
